time_s,alt_m,ax_ms2,ay_ms2,az_ms2
23.582,166.87,-1.244,0.12,8.782
23.602,166.9,-0.658,0.5,8.463
23.626,166.87,-0.165,0.459,8.523
23.651,166.87,-0.11,0.543,8.734
23.671,166.85,0.089,0.641,8.097
23.695,166.89,0.574,0.476,6.863
23.715,166.94,0.275,-0.258,6.745
23.739,166.94,-0.141,-1.029,6.942
23.759,166.96,0.014,-1.027,7.401
23.912,166.98,0.306,-1.096,11.99
23.932,166.98,0.572,-1.005,11.77
23.956,166.91,0.065,-1.273,12.715
23.976,166.9,-0.368,-1.85,13.56
24.0,166.81,0.081,-1.878,11.603
24.025,166.81,0.589,-1.682,10.318
24.045,166.83,0.522,-1.388,10.359
24.069,166.81,-1.05,-1.606,13.771
24.089,166.83,-1.658,-1.802,13.895
24.113,166.83,-2.091,-1.601,11.864
24.261,166.87,-0.368,-0.84,6.236
24.281,166.9,-0.129,-0.938,5.733
24.305,166.92,0.211,-0.912,5.927
24.325,166.86,0.397,-1.027,6.468
24.349,166.86,0.684,-0.311,7.576
24.374,166.86,1.072,-0.038,8.399
24.394,166.95,0.833,-0.383,9.882
24.418,166.94,0.043,-0.814,11.804
24.438,166.95,0.163,-0.768,11.904
24.462,166.94,0.318,-0.531,11.483
24.615,166.94,-2.079,-0.146,13.754
24.635,166.83,-2.185,-0.237,12.483
24.655,166.88,-1.168,-0.019,10.33
24.679,166.83,-0.464,0.337,9.131
24.704,166.83,-0.132,0.754,8.944
24.724,166.88,0.031,0.928,9.562
24.748,166.92,-0.029,0.797,9.827
24.768,166.97,-0.258,0.644,9.196
24.792,166.97,-0.057,0.16,7.281
24.812,166.97,-0.022,0.007,6.336
24.965,166.91,0.144,-1.651,11.122
24.985,166.92,-0.357,-1.713,11.919
25.009,166.87,-0.309,-1.579,12.11
25.029,166.78,0.084,-1.318,11.981
25.053,166.78,-0.189,-1.603,13.177
25.073,166.74,-0.543,-1.984,13.797
25.097,166.75,-0.285,-1.689,12.572
25.117,166.81,0.421,-1.531,10.641
25.141,166.81,0.136,-1.189,12.5
25.161,166.81,-1.172,-1.443,14.264
25.314,166.85,-0.773,-0.821,8.758
25.334,166.84,-0.651,-0.926,7.612
25.358,166.87,-0.38,-0.991,6.776
25.378,166.87,-0.306,-1.354,6.535
25.402,166.82,-0.29,-1.321,6.494
25.427,166.82,0.323,-1.129,6.535
25.447,166.85,0.622,-0.799,7.19
25.471,166.82,0.926,-0.569,8.083
25.491,166.82,0.96,-0.529,9.2
25.515,166.82,0.569,-0.636,10.351
25.668,166.82,0.251,1.055,11.397
25.688,166.73,-0.756,0.347,12.921
25.708,166.72,-1.893,-0.239,13.163
25.732,166.69,-2.194,-0.756,12.007
25.757,166.69,-1.606,-0.62,9.478
25.777,166.7,-1.029,-0.117,9.031
25.801,166.73,-0.51,0.328,9.21
25.821,166.79,-0.251,0.445,9.377
25.845,166.79,-0.316,-0.007,8.868
25.87,166.79,-0.089,-0.1,8.286
26.018,166.89,0.639,-1.034,8.439
26.038,166.86,0.306,-1.364,9.945
26.062,166.8,0.213,-0.955,11.428
26.082,166.8,0.246,-0.983,11.945
26.106,166.81,0.239,-1.287,12.053
26.131,166.81,-0.002,-1.094,11.742
26.151,166.84,0.05,-1.017,11.935
26.175,166.84,-0.041,-1.443,12.268
26.195,166.84,-0.127,-1.74,11.402
26.219,166.84,0.392,-1.177,10.248
26.623,166.87,0.507,-0.579,10.548
26.643,166.83,-0.234,-0.909,11.378
26.663,166.8,-0.45,-0.761,11.28
26.687,166.78,-0.089,-0.029,11.562
26.712,166.78,-0.397,0.172,12.342
26.732,166.72,-0.636,0.421,12.103
26.756,166.75,0.096,0.986,10.918
26.776,166.75,0.215,1.239,11.517
26.8,166.81,-0.591,0.581,12.706
26.825,166.81,-1.816,0.022,12.768
26.973,166.8,-0.237,0.1,7.511
26.993,166.82,0.019,-0.105,6.226
27.017,166.84,0.132,-0.459,5.788
27.037,166.92,0.177,-0.677,6.104
27.061,166.96,0.313,-0.842,6.707
27.086,166.96,0.416,-0.926,7.071
27.106,167.03,0.538,-0.883,7.779
27.13,166.99,0.89,-0.589,9.059
27.15,167.0,0.871,-0.567,9.732
27.174,167.0,0.079,-1.029,12.122
27.328,167.0,0.017,-1.005,11.888
27.348,166.95,-0.986,-1.306,13.859
27.372,166.88,-2.388,-1.586,13.95
27.392,166.85,-1.842,-1.45,11.407
27.416,166.8,-0.641,-1.158,9.167
27.441,166.8,0.093,-0.333,8.363
27.461,166.82,0.053,-0.091,9.014
27.485,166.89,-0.435,-0.273,9.835
27.505,166.94,-0.699,-0.5,9.696
27.529,166.94,-1.027,-1.027,8.652
27.677,166.96,0.577,-0.014,8.267
27.697,166.9,0.234,-0.431,9.181
27.721,166.85,-0.237,-0.605,9.813
27.741,166.81,-0.022,-0.522,9.77
27.765,166.77,0.191,0.048,10.49
27.79,166.77,-0.373,-0.024,11.648
27.81,166.76,-0.816,0.309,12.486
27.834,166.81,-0.519,0.895,12.01
27.854,166.81,-0.615,0.507,12.806
27.878,166.85,-1.452,-0.141,13.567
28.032,166.85,-0.706,1.113,10.543
28.052,166.84,-0.869,0.608,9.334
28.076,166.78,-0.55,0.325,7.772
28.096,166.78,-0.136,0.258,6.7
28.12,166.78,0.201,0.117,6.145
28.14,166.73,0.548,0.022,6.42
28.164,166.76,0.699,0.067,7.274
28.184,166.76,0.893,0.029,7.731
28.208,166.74,1.079,-0.144,8.308
28.233,166.74,0.591,-1.01,9.428
28.381,166.78,-0.703,-2.221,12.668
28.401,166.7,-2.244,-1.828,16.197
28.425,166.69,-3.202,-1.677,15.19
28.445,166.73,-1.823,-1.476,11.306
28.469,166.73,-0.364,-1.031,8.916
28.489,166.77,0.151,-0.285,9.65
28.513,166.75,0.048,0.232,10.162
28.533,166.75,-0.16,-0.115,10.227
28.557,166.75,-0.663,-0.687,8.904
28.577,166.72,-0.579,-0.651,7.513
28.73,166.73,0.325,0.211,8.868
28.75,166.72,0.139,-0.053,9.354
28.774,166.7,-0.337,-0.093,9.89
28.794,166.63,-0.634,0.234,10.512
28.818,166.66,-0.78,0.395,11.842
28.843,166.66,-0.565,0.481,12.062
28.863,166.65,-0.72,0.744,11.354
28.887,166.68,0.395,2.077,10.351
28.907,166.68,0.663,1.909,11.416
28.931,166.7,-1.28,1.072,13.015
29.085,166.7,-0.089,0.218,7.336
29.105,166.64,0.625,0.215,6.154
29.129,166.64,1.105,0.022,5.872
29.149,166.59,0.68,-0.316,6.721
29.173,166.59,0.589,-0.632,7.408
29.193,166.64,0.739,-0.747,7.741
29.217,166.59,0.785,-0.998,8.514
29.237,166.64,0.615,-1.074,9.519
29.261,166.7,0.383,-1.306,10.373
29.286,166.7,0.053,-1.321,10.887
29.434,166.72,-2.587,-2.216,14.859
29.454,166.77,-2.012,-1.649,12.285
29.478,166.76,-0.464,-0.735,9.397
29.498,166.74,0.146,-0.342,9.459
29.522,166.65,-0.172,-0.414,10.258
29.547,166.65,-0.897,-0.876,10.292
29.567,166.62,-1.098,-1.182,9.44
29.591,166.62,-0.971,-1.211,8.14
29.611,166.76,-0.639,-0.833,7.324
29.635,166.76,-0.045,-0.584,6.76
29.783,166.79,-0.057,-0.043,9.418
29.803,166.71,-0.55,0.239,9.906
29.827,166.61,-0.727,0.505,11.663
29.847,166.68,-0.859,0.029,12.601
29.871,166.68,-1.505,0.536,12.4
29.891,166.66,-0.498,1.864,10.607
29.915,166.63,1.488,3.032,10.696
29.935,166.68,-1.122,1.718,12.847
29.959,166.61,-3.642,-0.124,13.864
29.984,166.61,-2.929,-0.605,11.174
30.132,166.64,0.627,0.297,6.841
30.152,166.62,0.675,-0.017,6.666
30.176,166.6,0.407,-0.352,7.671
30.196,166.6,0.543,-0.469,7.987
30.22,166.6,0.756,-0.297,8.305
30.245,166.6,0.823,-0.656,8.578
30.265,166.59,0.383,-1.122,9.423
30.289,166.6,0.316,-1.182,10.27
30.309,166.55,0.416,-0.761,10.847
30.333,166.57,0.246,-1.373,12.139
30.487,166.57,-2.053,-2.187,10.655
30.507,166.47,-1.184,-1.225,9.959
30.531,166.42,-0.589,-0.603,10.15
30.551,166.4,-0.842,-1.07,10.423
30.575,166.38,-1.187,-0.957,9.849
30.6,166.38,-0.335,-0.512,7.901
30.62,166.43,0.017,-0.392,7.205
30.644,166.44,0.086,-0.39,6.645
30.664,166.45,0.072,-0.39,6.784
30.688,166.5,-0.014,-0.132,7.568
30.842,166.5,0.067,0.249,10.914
30.862,166.49,-0.081,0.66,10.22
30.886,166.46,0.694,2.094,9.066
30.906,166.36,0.225,1.06,11.9
30.93,166.38,-2.503,-0.077,15.156
30.955,166.38,-4.108,-0.629,13.484
30.975,166.36,-1.658,0.371,10.65
30.999,166.34,0.232,1.517,10.012
31.019,166.36,0.337,1.759,10.701
31.043,166.34,-0.447,0.759,10.531
31.197,166.34,0.175,-1.151,7.949
31.217,166.35,0.223,-1.201,9.27
31.241,166.28,0.134,-1.065,10.519
31.261,166.3,-0.139,-1.027,11.265
31.285,166.25,-0.325,-1.034,11.89
31.31,166.25,0.036,-1.177,11.696
31.33,166.3,0.536,-1.328,10.586
31.354,166.28,0.151,-1.534,10.77
31.374,166.27,-1.082,-1.438,13.893
31.398,166.27,-2.197,-1.957,16.106
31.546,166.34,-0.586,-0.739,8.595
31.566,166.38,-0.301,-0.756,7.131
31.59,166.41,-0.206,-1.206,5.879
31.61,166.44,-0.273,-1.572,5.659
31.634,166.53,-0.275,-1.68,5.776
31.659,166.53,0.299,-0.955,6.52
31.679,166.47,0.706,-0.464,7.265
31.703,166.46,0.828,-0.493,8.16
31.723,166.4,0.297,-0.809,9.205
31.747,166.43,-0.306,-0.464,10.694
31.901,166.43,-0.141,1.814,12.517
31.921,166.4,-1.189,1.098,14.603
31.945,166.33,-3.706,-0.577,15.015
31.965,166.3,-3.84,-0.861,14.192
31.989,166.3,-2.072,-0.036,10.768
32.014,166.3,-0.84,0.921,10.347
32.034,166.33,-0.141,1.211,10.751
32.058,166.37,-0.376,0.943,11.234
32.078,166.43,-0.139,0.711,9.712
32.102,166.44,0.251,0.555,7.604
32.256,166.44,0.455,-0.744,8.456
32.276,166.35,0.043,-1.024,10.119
32.3,166.32,-0.1,-0.703,10.978
32.32,166.29,0.201,-0.491,11.136
32.344,166.29,0.359,-0.007,12.553
32.364,166.31,0.005,-0.684,13.199
32.388,166.32,-0.4,-1.158,13.027
32.408,166.35,-0.1,-1.223,11.206
32.432,166.35,-0.388,-1.256,12.404
32.452,166.35,-2.07,-1.737,14.666
32.605,166.41,-0.689,-0.584,7.899
32.625,166.47,-0.407,-1.094,6.688
32.649,166.47,-0.153,-1.244,5.872
32.669,166.44,-0.062,-1.371,6.008
32.693,166.44,-0.043,-1.323,6.616
32.713,166.45,0.177,-1.127,6.633
32.737,166.43,0.397,-0.849,6.674
32.757,166.4,0.517,-0.794,7.624
32.781,166.38,0.471,-0.4,8.834
32.806,166.38,0.301,-0.407,9.48
33.211,166.46,1.058,0.412,5.597
33.231,166.37,0.625,-0.407,6.355
33.255,166.29,0.22,-0.936,6.891
33.275,166.2,0.77,-0.514,7.274
33.299,166.24,1.283,-0.208,7.942
33.324,166.24,1.519,-0.287,10.282
33.344,166.24,1.046,-0.249,11.794
33.368,166.28,0.33,-0.251,12.897
33.388,166.21,-0.354,-0.416,13.601
33.412,166.22,-0.651,-0.223,13.295
33.566,166.22,-3.776,-1.517,13.352
33.586,166.22,-2.225,-1.388,9.739
33.61,166.2,-1.05,-0.416,8.602
33.63,166.22,-0.754,0.127,9.327
33.654,166.31,-0.459,0.172,9.188
33.679,166.31,-0.62,-0.589,8.162
33.699,166.41,-0.684,-0.754,7.7
33.723,166.44,-0.72,-0.971,6.441
33.743,166.45,-0.696,-1.156,6.243
33.767,166.45,-0.727,-1.187,6.319
33.915,166.5,-0.041,0.615,9.614
33.935,166.45,-0.196,0.419,10.148
33.959,166.38,-0.866,0.675,11.431
33.979,166.3,-0.663,0.873,12.419
34.003,166.3,-0.804,1.187,13.402
34.023,166.27,-0.294,1.893,12.656
34.047,166.22,1.082,3.97,10.887
34.067,166.29,0.981,2.52,13.163
34.091,166.28,-2.503,1.543,15.953
34.116,166.28,-4.283,0.845,13.553
34.264,166.29,0.311,0.234,4.927
34.284,166.31,0.292,-0.287,4.006
34.308,166.35,0.167,-0.969,3.979
34.328,166.37,0.041,-1.484,4.47
34.352,166.37,-0.031,-1.61,5.279
34.377,166.37,0.51,-0.895,6.75
34.397,166.36,0.766,-1.007,7.872
34.421,166.33,0.373,-1.151,9.586
34.441,166.31,-0.172,-1.23,10.873
34.465,166.31,-0.136,-0.785,12.352
34.613,166.31,-4.649,-2.39,17.683
34.633,166.23,-6.02,-1.998,17.415
34.657,166.22,-4.142,-0.837,13.027
34.677,166.16,-1.773,-0.366,9.973
34.701,166.16,-0.297,0.677,9.483
34.721,166.16,-0.586,0.529,9.885
34.741,166.23,-1.22,-0.103,10.024
34.765,166.26,-1.371,-0.849,9.377
34.79,166.26,-1.216,-1.053,7.619
34.81,166.34,-0.938,-0.885,6.322
34.963,166.39,0.428,-0.352,9.167
34.983,166.35,0.313,-0.316,9.925
35.007,166.27,-0.215,-0.617,10.698
35.027,166.26,-0.239,-0.361,11.787
35.051,166.26,-0.285,0.026,12.56
35.071,166.21,-0.428,0.548,13.577
35.095,166.27,-0.237,1.223,13.07
35.115,166.27,-0.002,1.943,11.617
35.139,166.27,-0.837,1.153,14.02
35.159,166.28,-3.111,-0.359,16.056
35.312,166.28,-0.151,1.06,6.779
35.332,166.29,-0.309,0.79,5.489
35.356,166.27,-0.072,0.304,4.661
35.376,166.19,0.002,-0.122,5.135
35.4,166.19,-0.091,-0.395,5.793
35.42,166.21,-0.005,-0.835,6.104
35.444,166.22,0.431,-1.328,6.597
35.464,166.23,0.656,-1.134,7.308
35.488,166.23,1.18,-0.928,7.887
35.508,166.3,1.23,-1.098,9.188
35.661,166.36,-0.084,-0.919,12.385
35.681,166.33,-1.347,-0.883,14.455
35.705,166.25,-2.326,-1.228,15.814
35.725,166.28,-3.063,-1.23,14.254
35.749,166.28,-2.663,-1.235,11.746
35.769,166.24,-1.938,-1.333,10.244
35.789,166.26,-1.555,-1.22,9.026
35.813,166.25,-1.074,-1.249,8.095
35.838,166.25,-1.108,-1.172,8.789
35.858,166.25,-0.842,-0.665,9.002
36.011,166.29,0.842,0.002,6.386
36.031,166.35,0.79,-0.16,6.741
36.055,166.31,0.462,-0.321,7.908
36.075,166.32,0.254,0.069,9.162
36.099,166.32,0.447,0.428,9.602
36.119,166.3,0.254,0.479,10.083
36.139,166.26,-0.287,1.091,10.806
36.163,166.29,0.067,1.486,11.392
36.188,166.29,-0.665,0.95,13.273
36.208,166.28,-1.546,1.677,12.794
36.361,166.3,-1.529,1.165,10.299
36.381,166.28,-1.278,0.995,9.875
36.405,166.2,-1.079,0.388,8.837
36.425,166.16,-0.878,0.261,7.353
36.449,166.19,-0.56,0.096,5.889
36.474,166.19,-0.297,-0.706,5.085
36.494,166.26,-0.335,-1.381,5.061
36.518,166.27,-0.45,-1.517,5.061
36.538,166.27,-0.177,-1.503,5.422
36.562,166.27,0.577,-1.46,6.607
36.716,166.27,-0.081,-3.053,12.806
36.736,166.17,-0.203,-3.639,13.067
36.76,166.14,0.311,-3.924,11.911
36.78,166.07,0.278,-3.639,11.395
36.804,166.06,-1.644,-3.075,14.972
36.829,166.06,-3.216,-3.534,17.353
36.849,166.06,-4.633,-3.314,15.764
36.873,166.08,-2.515,-2.737,10.43
36.893,166.12,-1.376,-1.833,9.212
36.917,166.12,-1.082,-0.591,9.949
37.065,166.18,0.124,0.05,4.932
37.085,166.22,0.505,0.136,4.798
37.109,166.23,0.938,0.39,5.393
37.129,166.23,0.979,0.703,6.554
37.153,166.2,1.091,0.976,8.014
37.178,166.2,0.952,0.912,9.047
37.198,166.2,0.976,1.362,9.308
37.222,166.17,0.945,1.783,10.682
37.242,166.19,0.373,1.419,12.572
37.266,166.19,-0.646,0.653,13.692
37.414,166.27,-2.716,0.16,11.227
37.434,166.24,-1.658,0.435,10.256
37.458,166.24,-0.256,1.546,8.597
37.478,166.26,0.254,1.335,8.803
37.502,166.24,-0.17,0.517,8.1
37.527,166.24,-0.218,-0.285,6.008
37.547,166.28,0.1,-0.44,5.35
37.571,166.26,0.538,-0.541,5.422
37.591,166.25,0.883,-0.479,5.958
37.615,166.25,0.634,-0.782,7.825
37.763,166.25,-1.11,-1.641,15.154
37.783,166.11,-0.837,-1.376,14.668
37.807,166.15,0.23,-1.266,12.881
37.827,166.09,1.223,-1.115,10.65
37.851,166.17,1.9,-1.304,9.772
37.876,166.17,0.33,-1.641,12.424
37.896,166.16,-1.646,-2.015,14.508
37.92,166.13,-2.862,-2.338,13.95
37.94,166.16,-2.015,-1.697,11.5
37.964,166.17,-0.763,-0.859,9.49
38.118,166.17,0.529,-0.191,5.468
38.138,166.21,0.768,-0.043,5.535
38.162,166.21,0.794,0.022,5.815
38.182,166.19,0.763,0.29,6.944
38.206,166.18,0.852,0.794,8.844
38.231,166.18,0.876,0.751,10.009
38.251,166.21,0.105,0.665,10.962
38.275,166.17,0.184,0.904,10.265
38.295,166.18,0.818,1.646,9.696
38.319,166.2,0.993,1.941,11.914
38.473,166.2,-1.656,-0.098,11.88
38.493,166.15,-0.854,0.491,10.789
38.517,166.12,0.022,1.024,9.531
38.537,166.16,0.292,0.778,8.88
38.561,166.16,0.225,0.622,7.892
38.581,166.12,0.234,0.376,6.571
38.601,166.15,0.412,-0.1,5.539
38.625,166.2,0.579,-0.428,5.439
38.65,166.2,0.83,-0.656,5.683
38.67,166.23,0.68,-1.249,5.999
38.823,166.26,0.79,-0.847,13.074
38.843,166.23,0.766,-1.01,13.409
38.867,166.15,0.622,-1.632,13.311
38.887,166.09,0.79,-1.842,11.672
38.911,166.09,0.988,-0.955,10.796
38.936,166.09,0.189,-0.991,14.477
38.956,166.16,-1.407,-1.342,16.518
38.98,166.15,-2.371,-1.302,13.742
39.0,166.12,-1.036,-0.962,11.526
39.024,166.12,0.026,-0.223,10.567
39.172,166.14,0.175,-0.412,5.216
39.192,166.16,0.345,-0.237,5.075
39.216,166.17,0.73,-0.218,4.972
39.236,166.18,1.05,0.024,5.432
39.26,166.18,1.295,0.44,6.207
39.28,166.09,1.311,0.201,7.171
39.3,166.17,0.919,-0.416,8.779
39.324,166.22,0.165,-0.67,10.236
39.349,166.22,-0.122,-0.139,11.062
39.369,166.25,0.045,0.761,11.773
39.779,166.26,1.027,-0.833,7.138
39.799,166.14,1.366,-1.146,7.827
39.819,166.12,1.017,-1.321,9.612
39.843,166.07,0.663,-1.689,11.588
39.868,166.07,0.112,-1.814,12.074
39.888,166.04,-0.158,-1.984,12.237
39.912,166.05,-0.242,-1.574,14.307
39.932,166.09,-0.354,-1.653,14.524
39.956,166.09,-0.022,-2.046,12.177
39.976,166.07,0.316,-1.452,10.957
40.129,166.01,-0.251,-0.012,8.736
40.149,166.18,-0.814,-0.246,8.428
40.173,166.22,-0.546,-0.237,7.305
40.193,166.21,-0.323,-0.378,6.487
40.217,166.21,-0.342,-0.416,5.559
40.237,166.21,-0.481,-0.682,5.283
40.257,166.28,-0.467,-0.72,5.133
40.281,166.21,0.081,-0.091,5.312
40.306,166.21,0.816,0.625,6.047
40.326,166.15,0.861,0.254,6.918
40.479,166.11,-0.191,1.61,12.211
40.499,166.04,0.251,2.529,10.839
40.523,165.97,1.555,2.711,11.148
40.543,165.96,1.003,1.574,12.928
40.567,166.02,-2.474,0.536,13.122
40.592,166.02,-2.173,0.357,11.304
40.612,166.06,-0.747,0.471,9.701
40.636,166.05,-0.215,0.988,9.906
40.656,166.04,-0.306,0.878,10.772
40.68,166.04,-0.383,1.038,10.976
40.828,166.09,0.529,-0.457,6.054
40.848,166.14,0.816,-0.462,6.721
40.872,166.19,0.744,-1.06,8.26
40.892,166.11,0.359,-1.464,9.452
40.916,166.13,-0.017,-1.921,11.139
40.941,166.13,-0.692,-1.814,13.474
40.961,166.1,-0.737,-1.563,13.73
40.985,166.06,-0.512,-1.553,14.043
41.005,166.14,-1.038,-2.173,14.534
41.029,166.14,-1.058,-2.065,12.665
41.177,166.13,-0.885,0.287,11.019
41.197,166.14,-0.522,0.548,10.595
41.221,166.15,-0.983,-0.103,9.243
41.241,166.13,-1.072,-0.364,7.93
41.265,166.13,-0.787,-0.282,6.413
41.285,166.15,-0.337,-0.273,5.312
41.305,166.14,0.062,-0.361,4.893
41.329,166.12,0.323,-0.558,4.994
41.354,166.12,0.531,-0.407,5.298
41.374,166.14,0.943,0.005,6.051
41.527,166.17,-0.103,0.481,13.12
41.547,166.08,-0.737,0.558,12.895
41.571,166.03,-0.215,0.541,12.117
41.591,166.02,0.304,0.938,12.632
41.615,166.02,-0.084,0.971,13.467
41.64,166.02,-1.05,1.062,12.488
41.66,165.99,-1.242,0.727,10.713
41.684,166.02,-0.916,0.94,10.081
41.704,166.06,-0.754,1.137,10.155
41.728,166.06,-0.474,0.782,10.411
41.876,166.15,0.488,-0.66,5.221
41.896,166.17,0.715,-1.0,5.372
41.92,166.12,1.06,-1.328,6.219
41.94,166.09,1.134,-1.22,7.377
41.964,166.12,0.919,-1.223,9.454
41.989,166.12,0.802,-0.706,11.141
42.009,166.05,0.921,-0.653,12.026
42.033,166.06,-0.172,-1.137,13.469
42.053,166.05,-0.658,-1.464,13.998
42.077,166.05,-0.191,-1.706,12.948
42.225,166.02,-1.627,-1.278,9.708
42.245,165.96,-1.192,-0.885,9.176
42.269,165.96,-1.345,-0.177,9.787
42.289,165.97,-1.29,-0.232,9.356
42.313,165.97,-1.07,-0.34,7.99
42.333,166.05,-1.06,-0.586,6.927
42.353,166.1,-0.948,-0.763,6.056
42.377,166.11,-0.407,-0.445,4.91
42.402,166.11,0.424,-0.06,4.656
42.422,166.15,0.871,0.249,5.166
42.575,166.14,0.744,0.96,11.409
42.595,166.01,0.426,0.95,12.601
42.619,165.88,-0.663,0.751,14.41
42.639,165.9,-0.967,0.902,14.163
42.663,165.9,-0.699,1.725,12.323
42.683,165.93,-0.11,3.443,10.607
42.707,165.92,1.096,3.496,12.349
42.727,165.91,-1.914,2.328,14.096
42.751,165.91,-4.652,1.254,14.359
42.771,165.92,-4.951,0.586,12.909
42.918,165.97,0.502,0.931,4.408
42.938,166.0,0.914,0.23,4.4
42.962,166.02,0.292,-0.581,5.606
42.982,166.1,0.144,-0.61,6.401
43.006,166.1,0.845,-0.098,6.951
43.026,166.12,1.271,-0.153,7.949
43.046,166.14,0.928,-0.84,9.332
43.07,166.16,0.057,-1.338,10.77
43.095,166.16,-0.72,-1.529,11.605
43.115,166.17,-0.534,-1.44,12.189
43.268,166.14,-3.221,-1.73,14.319
43.288,166.12,-3.099,-1.582,11.943
43.312,166.09,-1.749,-0.634,9.55
43.332,166.07,-1.12,0.27,10.038
43.356,166.08,-0.823,0.514,10.095
43.381,166.08,-1.103,-0.234,9.54
43.401,166.05,-1.287,-0.562,8.418
43.425,166.06,-0.971,-0.725,7.09
43.445,166.1,-0.589,-0.713,6.229
43.469,166.13,-0.12,-0.555,5.676
43.623,166.13,-0.493,0.34,11.04
43.643,166.03,-0.175,0.936,11.244
43.667,166.0,-0.151,0.914,12.536
43.687,165.98,-0.505,0.644,12.366
43.711,165.98,-0.998,0.797,11.636
43.731,165.99,-0.385,1.457,10.595
43.751,166.0,0.419,1.833,10.622
43.775,165.94,-1.29,0.787,11.727
43.8,165.94,-2.436,-0.177,11.481
43.82,165.9,-2.764,-0.28,10.758
43.973,165.95,0.0,-0.199,6.621
43.993,165.89,0.141,-0.199,6.946
44.017,165.96,0.301,-0.268,7.181
44.037,165.97,0.199,-0.249,7.88
44.061,165.97,0.218,-0.196,8.664
44.081,165.92,0.163,-0.455,8.961
44.101,165.9,-0.156,-0.811,9.679
44.125,165.87,-0.986,-1.476,10.933
44.15,165.87,-1.565,-1.45,11.672
44.17,165.91,-1.417,-1.397,12.041
44.323,165.97,-2.402,-1.936,10.172
44.343,165.88,-1.924,-1.038,9.835
44.367,165.92,-1.223,0.223,10.306
44.387,165.9,-0.639,0.502,10.476
44.411,165.9,-1.318,-0.359,9.825
44.431,165.97,-1.543,-1.005,9.43
44.455,166.0,-1.596,-1.323,9.119
44.475,166.06,-1.529,-1.342,8.743
44.499,166.06,-1.469,-1.263,8.253
44.519,166.12,-1.295,-0.811,8.004
44.672,166.12,-0.9,0.579,10.406
44.692,166.12,-1.129,0.5,10.973
44.716,166.04,-2.206,0.031,11.275
44.736,166.05,-1.84,0.694,10.734
44.76,166.05,-1.062,1.529,9.897
44.78,166.05,-0.89,2.079,10.684
44.8,166.01,-1.376,1.216,11.093
44.824,165.99,-2.634,-0.524,9.49
44.849,165.99,-2.146,-0.29,8.267
44.869,165.99,-1.5,0.529,8.083
45.022,165.98,-1.433,-0.213,9.229
45.042,166.03,-1.354,-0.249,9.014
45.066,165.95,-0.61,0.294,8.365
45.086,165.9,-0.361,0.464,7.832
45.11,165.9,-0.383,0.476,7.753
45.13,165.89,-0.505,0.368,8.495
45.15,165.93,-0.852,0.093,9.112
45.174,165.98,-1.326,-0.122,9.112
45.199,165.98,-1.239,-0.12,8.815
45.219,165.94,-0.83,0.246,8.777
45.372,165.89,-0.723,0.189,10.189
45.392,165.85,-1.175,0.005,11.294
45.416,165.78,-1.125,-0.112,11.493
45.436,165.81,-1.122,-0.014,11.256
45.46,165.85,-1.711,0.412,11.21
45.485,165.85,-1.905,0.321,13.438
45.505,165.73,-2.268,-0.656,13.548
45.529,165.7,-3.202,-0.998,11.739
45.549,165.72,-2.206,-0.213,10.239
45.573,165.72,-0.907,0.534,9.784
45.721,165.73,-0.878,-0.397,8.384
45.741,165.72,-0.969,-0.388,7.913
45.765,165.67,-0.995,-0.316,7.368
45.785,165.7,-0.694,-0.163,7.456
45.809,165.7,-0.074,0.335,7.813
45.829,165.68,0.026,0.455,7.832
45.849,165.65,0.084,0.507,7.822
45.873,165.64,0.11,0.345,7.887
45.898,165.64,-0.297,0.05,7.624
45.918,165.66,-0.625,0.158,7.241
46.329,165.69,-0.651,0.407,7.458
46.349,165.58,-1.23,-0.091,8.672
46.373,165.49,-1.764,-0.553,8.672
46.393,165.41,-1.548,-1.122,8.877
46.417,165.41,-0.995,-1.962,9.925
46.437,165.32,-1.015,-0.488,14.374
46.457,165.3,-1.17,1.141,17.819
46.481,165.26,-2.051,-0.23,17.233
46.506,165.26,-2.706,-1.177,13.082
46.526,165.23,-2.244,-0.895,9.315
46.679,165.31,-0.529,-0.337,6.248
46.699,165.34,-0.029,0.29,6.279
46.723,165.29,0.122,0.574,6.939
46.743,165.25,-0.136,0.634,7.643
46.767,165.25,-0.45,-0.715,9.346
46.787,165.27,-0.385,-1.153,10.557
46.811,165.29,-0.426,-0.986,14.139
46.831,165.22,-1.804,-0.019,18.879
46.855,165.22,-3.374,-0.445,17.848
46.875,165.12,-3.434,-0.261,16.319
47.022,165.1,1.127,0.495,6.738
47.042,165.07,0.778,0.596,7.633
47.066,164.99,-0.476,-0.397,10.131
47.086,164.96,-2.297,-0.27,10.284
47.11,164.96,-1.639,-0.56,9.102
47.135,164.96,0.017,-1.199,7.719
47.155,164.96,0.172,-0.56,12.354
47.179,164.94,-0.833,0.569,17.391
47.199,164.87,-1.905,-0.108,18.255
47.223,164.85,-2.11,-1.096,13.137
47.377,164.85,-0.567,-0.67,6.437
47.397,164.78,-0.507,-0.323,4.764
47.421,164.78,-0.474,-0.079,4.604
47.441,164.73,-0.814,0.105,6.91
47.465,164.73,-0.73,-0.084,9.892
47.485,164.76,-0.127,-0.613,12.055
47.505,164.71,1.012,-1.407,12.799
47.529,164.68,-2.62,-0.522,19.722
