time_s,alt_m,ax_ms2,ay_ms2,az_ms2
71.005,166.18,-2.374,-1.412,10.126
71.025,166.21,-1.591,-0.651,9.21
71.178,166.28,-0.203,-0.534,5.633
71.198,166.37,0.364,-0.258,5.882
71.218,166.34,0.543,0.117,5.815
71.242,166.3,0.562,0.036,6.475
71.267,166.3,0.328,0.213,8.834
71.287,166.33,-0.172,-0.117,10.66
71.311,166.32,-0.55,-0.081,11.842
71.331,166.3,-0.644,0.153,12.089
71.355,166.3,-1.122,0.541,13.491
71.375,166.29,-1.512,0.732,14.477
71.522,166.24,-2.505,0.041,9.626
71.542,166.24,-1.866,0.223,9.526
71.562,166.2,-1.378,0.596,10.007
71.586,166.11,-0.957,0.869,9.952
71.611,166.11,-0.495,1.005,8.322
71.631,166.17,-0.211,0.849,7.047
71.651,166.21,-0.12,0.534,5.987
71.675,166.27,-0.036,0.0,5.362
71.7,166.27,0.065,-0.378,5.207
71.72,166.3,0.392,-0.278,5.247
71.873,166.26,-1.149,-0.651,15.163
71.893,166.18,-1.799,-1.223,15.943
71.917,166.1,-1.484,-1.359,13.701
71.937,166.05,-0.842,-1.259,11.117
71.961,166.05,-0.117,-0.663,10.72
71.981,166.11,-0.993,-1.359,13.639
72.001,166.2,-2.694,-1.73,15.814
72.025,166.2,-3.424,-1.381,14.857
72.05,166.2,-1.737,-0.459,10.579
72.07,166.23,-0.689,0.041,8.849
72.481,166.2,-1.311,1.309,11.352
72.501,166.15,-1.362,0.761,11.096
72.525,166.08,-2.886,-0.201,14.156
72.545,166.06,-3.687,-0.885,14.005
72.569,166.06,-3.379,-0.761,12.06
72.589,166.07,-2.13,-0.124,10.275
72.609,166.11,-1.249,0.703,9.452
72.633,166.15,-0.653,1.352,9.308
72.658,166.15,-0.282,1.309,8.518
72.678,166.13,-0.333,0.881,7.123
72.831,166.21,0.17,-1.177,8.492
72.851,166.19,-0.452,-1.366,10.576
72.875,166.16,-0.613,-1.299,12.703
72.895,166.16,-0.361,-0.912,14.063
72.919,166.16,-0.66,-0.596,14.082
72.939,166.15,-1.151,-1.223,14.032
72.959,166.11,-1.242,-2.309,13.496
72.983,166.06,-0.979,-1.962,11.914
73.008,166.06,-0.385,-0.735,9.868
73.028,166.09,-1.012,-1.44,12.718
73.181,166.04,-0.67,-0.775,8.047
73.201,166.13,-0.854,-0.931,7.128
73.225,166.11,-0.402,-0.749,5.786
73.245,166.12,0.005,-0.577,5.695
73.269,166.12,0.316,-0.476,5.822
73.289,166.2,0.385,-0.493,5.927
73.309,166.22,0.237,-0.335,5.92
73.333,166.19,0.577,0.201,7.169
73.358,166.19,0.421,0.191,8.705
73.378,166.21,-0.44,-0.122,10.315
73.531,166.19,-0.89,1.366,11.086
73.551,166.2,-0.617,1.369,11.454
73.575,166.16,-2.29,-0.735,12.546
73.595,166.12,-3.553,-1.625,12.608
73.619,166.12,-3.525,-1.115,11.38
73.639,166.12,-2.041,0.043,10.354
73.659,166.16,-0.881,0.885,10.007
73.683,166.12,-0.797,1.17,9.638
73.708,166.12,-0.668,0.902,8.746
73.728,166.2,-0.249,0.904,7.155
73.881,166.25,1.144,-0.031,8.605
73.901,166.25,0.742,-0.036,10.21
73.925,166.18,-0.045,-0.44,12.124
73.945,166.08,-0.902,-1.096,14.075
73.969,166.08,-1.768,-1.199,15.216
73.989,166.11,-1.615,-1.63,14.534
74.009,166.08,-1.28,-1.452,13.194
74.033,166.11,-0.51,-1.105,11.048
74.058,166.11,-0.455,-0.51,11.265
74.078,166.11,-2.099,-0.928,13.641
74.231,166.09,-0.897,-0.349,8.191
74.251,166.04,-1.01,-0.488,7.257
74.271,166.05,-0.787,-0.45,6.475
74.295,166.11,-0.282,-0.33,5.996
74.32,166.11,-0.115,-0.096,6.056
74.34,166.09,0.069,0.06,6.214
74.364,166.16,0.203,0.266,6.626
74.384,166.24,0.112,0.337,7.889
74.408,166.24,-0.297,0.373,9.421
74.428,166.21,-0.708,0.304,10.99
74.575,166.16,-0.61,1.381,11.442
74.595,166.09,-1.232,0.869,13.347
74.615,166.12,-2.716,0.112,14.216
74.639,166.11,-3.364,-0.498,13.424
74.664,166.11,-1.912,0.139,9.564
74.684,166.16,-0.782,1.168,7.734
74.708,166.19,-0.191,1.888,7.413
74.728,166.17,0.036,1.589,8.535
74.752,166.17,-1.077,0.373,9.308
74.772,166.23,-1.113,-0.029,8.1
74.919,166.26,-0.424,-0.682,10.177
74.939,166.25,-0.759,-1.192,12.677
74.959,166.16,-1.254,-1.488,14.17
74.983,166.06,-1.517,-0.95,14.189
75.008,166.06,-1.259,-0.234,12.737
75.028,166.05,-1.479,-0.938,13.062
75.052,166.0,-1.85,-1.18,12.928
75.072,165.96,-1.175,-0.895,10.828
75.096,165.96,-0.486,-0.093,9.945
75.116,165.95,-0.715,-0.426,11.792
75.263,165.91,-1.201,-0.55,9.052
75.283,165.93,-1.445,-0.687,7.659
75.303,166.03,-1.144,-0.754,6.272
75.327,166.07,-0.495,-0.749,5.492
75.352,166.07,-0.105,-0.584,5.202
75.372,166.13,0.12,-0.579,5.231
75.396,166.12,0.268,-0.323,6.236
75.416,166.14,0.227,-0.428,7.198
75.44,166.14,-0.045,-0.598,8.487
75.46,166.15,-0.323,-0.84,9.997
75.607,166.13,-1.531,0.708,12.802
75.627,166.18,-3.096,0.026,13.996
75.651,166.19,-4.52,-0.335,12.462
75.671,166.14,-4.262,-0.258,11.34
75.695,166.14,-2.199,0.352,8.672
75.715,166.15,-1.165,0.751,8.023
75.735,166.19,-0.486,1.019,8.152
75.759,166.25,-0.117,0.912,8.707
75.784,166.25,-0.5,0.438,8.176
75.804,166.26,-0.897,0.141,7.104
75.957,166.29,-0.117,-0.28,9.191
75.977,166.2,-0.249,-0.821,10.844
76.001,166.14,-0.761,-1.041,12.62
76.021,166.14,-1.062,-1.117,13.326
76.045,166.14,-1.304,-1.62,14.003
76.065,166.06,-1.419,-2.022,14.132
76.085,166.03,-0.495,-1.821,12.407
76.109,166.04,0.682,-0.952,10.507
76.134,166.04,-0.61,-1.129,13.199
76.154,166.02,-2.469,-1.919,14.754
76.307,166.04,-1.003,-1.129,7.253
76.327,166.07,-1.122,-1.431,6.164
76.351,166.08,-1.189,-1.756,5.415
76.371,166.09,-1.091,-1.761,5.046
76.395,166.09,-0.469,-1.204,5.425
76.415,166.11,0.134,-0.469,6.08
76.435,166.14,0.378,-0.096,7.222
76.459,166.09,0.165,-0.175,8.772
76.484,166.09,-0.617,-0.342,9.94
76.504,166.17,-0.507,-0.036,10.33
76.657,166.21,-1.627,1.074,13.345
76.677,166.13,-2.802,0.325,14.197
76.701,166.07,-3.678,-0.73,12.627
76.721,166.05,-3.345,-0.833,10.375
76.745,166.05,-1.826,-0.577,9.112
76.765,166.02,-1.228,-0.081,9.054
76.785,165.99,-1.024,0.364,8.964
76.809,166.04,-0.778,0.476,8.346
76.834,166.04,-0.56,0.249,7.427
76.854,166.07,-0.27,-0.048,6.796
77.007,166.09,0.562,-0.572,9.66
77.027,166.12,0.486,-0.61,11.574
77.051,166.04,-0.234,-0.821,13.826
77.071,166.11,-0.869,-0.998,14.39
77.095,166.11,-1.306,-0.787,14.175
77.115,166.09,-1.196,-0.727,14.204
77.135,166.1,-1.103,-0.914,13.225
77.159,166.1,-0.366,-0.718,10.863
77.184,166.1,-0.089,-0.371,10.098
77.204,166.1,-1.184,-0.553,12.636
77.357,166.07,-1.318,-0.019,8.093
77.377,166.07,-1.342,-0.388,6.946
77.401,166.08,-1.177,-0.639,5.925
77.421,166.12,-0.9,-0.586,5.245
77.445,166.12,-0.184,-0.383,5.264
77.465,166.14,0.191,0.081,5.688
77.485,166.21,0.316,0.397,6.458
77.509,166.22,0.16,0.139,7.296
77.534,166.22,-0.445,-0.146,9.169
77.554,166.18,-0.555,0.28,10.114
77.707,166.23,-1.775,0.084,13.259
77.727,166.19,-0.708,1.046,12.412
77.751,166.17,-0.311,1.364,11.749
77.771,166.08,-0.938,0.991,12.409
77.795,166.08,-2.91,0.153,11.897
77.815,166.06,-2.929,-0.124,10.54
77.835,166.08,-2.321,-0.05,9.54
77.859,166.09,-1.976,0.833,9.844
77.884,166.09,-1.754,0.919,11.763
77.904,166.1,-2.166,0.244,12.371
78.057,166.15,0.471,0.536,7.645
78.077,166.14,0.737,0.421,7.712
78.101,166.17,0.713,-0.031,8.818
78.121,166.17,0.246,-0.584,9.483
78.145,166.17,-0.117,-0.648,9.856
78.165,166.18,-0.199,-0.438,9.325
78.185,166.21,-0.127,0.01,9.358
78.209,166.23,0.428,0.349,11.0
78.234,166.23,-0.256,-1.007,12.392
78.254,166.16,-1.295,-1.407,13.149
78.407,166.18,-3.053,0.057,11.105
78.427,166.18,-2.759,-0.019,10.801
78.451,166.15,-2.625,-0.297,9.689
78.471,166.14,-2.082,-0.223,7.858
78.495,166.14,-0.519,0.112,6.252
78.515,166.14,0.536,0.239,6.432
78.535,166.12,0.665,-0.244,7.549
78.559,166.11,-0.132,-0.964,8.899
78.584,166.11,-0.67,-1.601,8.975
78.604,166.2,-0.861,-2.003,9.65
79.015,166.27,-1.519,-0.677,11.246
79.035,166.24,-1.685,-1.235,12.045
79.059,166.25,-1.792,-1.819,12.809
79.079,166.2,-1.194,-1.967,12.057
79.103,166.2,-0.457,-2.094,10.906
79.123,166.25,-0.5,-2.328,9.966
79.143,166.24,-0.699,-2.783,9.234
79.167,166.3,-1.098,-2.824,7.353
79.192,166.3,-1.476,-2.292,5.458
79.212,166.32,-1.161,-1.706,4.398
79.365,166.4,-1.436,-1.912,10.411
79.385,166.42,-1.165,-1.577,10.595
79.409,166.37,-0.627,-0.854,11.407
79.429,166.4,-0.491,-0.596,11.813
79.453,166.4,-0.742,-0.768,12.208
79.473,166.37,-1.443,-0.94,12.287
79.493,166.37,-1.574,-0.816,11.926
79.517,166.45,-1.144,-0.325,11.634
79.542,166.45,-1.139,-0.294,11.773
79.562,166.48,-1.484,-0.397,11.263
79.709,166.59,-2.039,0.526,7.973
79.729,166.64,-1.957,0.948,7.614
79.749,166.71,-1.653,0.541,8.818
79.773,166.76,-2.41,-0.431,9.444
79.798,166.76,-2.644,-0.546,7.779
79.818,166.73,-2.23,-0.603,6.982
79.842,166.71,-1.881,-1.17,7.932
79.862,166.73,-1.953,-2.008,9.519
79.886,166.73,-1.938,-2.127,11.687
79.906,166.71,-1.23,-0.945,12.677
80.053,166.72,0.495,-0.304,9.433
80.073,166.76,0.474,-0.354,9.174
80.093,166.76,-0.196,-0.95,8.825
80.117,166.74,-0.799,-1.23,8.21
80.142,166.74,-1.019,-0.979,7.482
80.162,166.81,-0.974,-1.574,9.143
80.186,166.82,-1.385,-1.711,10.076
80.206,166.85,-1.172,-2.453,8.779
80.23,166.85,-0.955,-3.486,8.506
80.25,166.86,-1.194,-3.848,8.363
80.397,166.92,-2.216,-2.216,11.775
80.417,166.94,-2.063,-1.711,11.653
80.437,166.92,-1.096,-1.316,10.466
80.461,166.9,-0.294,-0.378,9.15
80.486,166.9,0.268,0.969,7.298
80.506,166.96,0.055,0.636,8.791
80.526,167.08,-1.543,-0.486,11.043
80.55,167.04,-3.417,-1.149,11.751
80.575,167.04,-3.132,-0.881,9.6
80.595,167.1,-1.926,0.414,7.827
80.748,167.07,-0.634,0.086,10.629
80.768,167.05,-0.983,-0.127,12.955
80.788,167.02,-1.431,-0.251,13.744
80.812,167.01,-1.22,-0.682,12.34
80.837,167.01,-0.756,-1.127,11.84
80.857,167.02,-0.342,-1.029,11.354
80.881,167.04,-0.045,-1.261,11.088
80.901,167.11,-0.17,-1.295,10.507
80.925,167.11,-0.299,-1.615,9.581
80.945,167.09,-0.479,-1.718,9.078
81.092,167.08,-1.457,-2.177,8.133
81.112,167.14,-1.062,-1.862,7.688
81.132,167.19,-0.105,-1.271,7.401
81.156,167.27,0.191,-1.309,7.896
81.181,167.27,-0.983,-1.728,10.959
81.201,167.31,-1.326,-1.677,11.95
81.221,167.38,-1.63,-1.553,11.39
81.245,167.36,-1.472,-1.51,10.473
81.27,167.36,-1.472,-1.393,11.096
81.29,167.42,-1.761,-1.852,11.694
81.443,167.39,-1.251,0.0,10.414
81.463,167.4,-1.622,-0.34,9.32
81.483,167.39,-1.692,0.074,7.923
81.507,167.45,-1.433,0.321,7.702
81.532,167.45,-1.314,-0.132,7.743
81.552,167.44,-1.512,-0.309,8.016
81.572,167.49,-1.548,-0.033,7.829
81.596,167.47,-0.665,0.598,8.897
81.621,167.47,-0.263,0.414,10.088
81.641,167.52,-0.553,0.041,11.904
81.794,167.58,0.849,-0.584,10.71
81.814,167.66,1.012,-0.514,9.913
81.834,167.6,0.596,-0.794,9.076
81.858,167.6,0.163,-0.919,8.358
81.883,167.6,-0.51,-0.644,6.604
81.903,167.58,-0.926,-0.845,7.511
81.923,167.61,-1.383,-1.603,9.071
81.947,167.66,-1.74,-1.886,10.1
81.972,167.66,-1.481,-2.118,7.963
81.992,167.62,-0.883,-2.125,6.396
82.139,167.64,-0.692,-2.185,11.67
82.159,167.67,-1.06,-1.991,13.539
82.179,167.75,-0.172,0.567,12.909
82.203,167.76,0.581,1.469,11.435
82.228,167.76,0.141,0.242,11.268
82.248,167.75,-0.392,-0.024,10.588
82.268,167.74,-1.225,-0.194,8.844
82.292,167.78,-1.969,-0.526,7.693
82.317,167.78,-2.156,-0.617,7.391
82.337,167.81,-2.022,-0.538,7.741
82.484,167.84,-1.515,0.833,9.198
82.504,167.77,-0.768,0.902,9.107
82.524,167.78,-0.294,0.579,9.366
82.548,167.84,-0.483,-0.057,10.33
82.573,167.84,-0.502,-0.081,10.421
82.593,167.84,-0.203,-0.342,10.447
82.617,167.85,-0.038,-0.455,11.045
82.637,167.87,0.096,-0.711,11.586
82.661,167.87,-0.024,-0.924,11.265
82.681,167.91,-0.127,-1.041,10.215
82.828,167.98,0.546,-0.464,6.573
82.848,167.94,0.151,-2.06,8.65
82.868,167.92,-1.409,-2.809,9.794
82.892,167.92,-1.062,-2.675,8.169
82.917,167.92,-0.105,-2.603,8.358
82.937,167.9,0.251,-2.644,9.83
82.961,167.87,-0.237,-2.498,12.139
82.981,167.88,-0.357,-2.405,13.199
83.005,167.88,-0.337,-1.388,13.278
83.025,167.91,0.261,-0.761,13.129
83.172,167.95,-0.924,0.275,8.473
83.192,167.97,-1.754,-0.048,8.344
83.212,168.02,-1.838,-0.156,7.892
83.236,168.0,-1.802,-0.117,7.719
83.261,168.0,-2.12,0.199,9.188
83.281,167.99,-2.079,0.266,10.38
83.305,168.06,-1.785,0.433,10.325
83.325,168.09,-1.218,0.495,8.99
83.349,168.09,-0.766,0.115,8.341
83.369,168.13,-1.378,-0.081,9.858
83.516,168.15,0.531,-0.167,11.002
83.536,168.18,0.591,-0.433,10.203
83.556,168.14,0.196,-0.991,9.791
83.58,168.17,-0.036,-1.472,9.449
83.605,168.17,-0.617,-1.373,9.019
83.625,168.26,-0.73,-0.969,8.459
83.649,168.24,-0.526,-0.847,7.913
83.669,168.28,-0.735,-0.407,7.408
83.693,168.28,-0.79,-0.031,7.803
83.713,168.34,-0.584,-0.065,9.088
83.86,168.36,-0.835,-1.586,10.837
83.88,168.3,-1.091,-1.529,10.466
83.9,168.36,-0.893,-1.378,10.634
83.924,168.27,-1.35,-1.163,11.816
83.949,168.27,-1.775,-0.589,12.306
83.969,168.28,-1.835,-0.462,12.242
83.989,168.24,-1.718,-0.139,11.837
84.013,168.31,-1.512,-0.014,10.351
84.038,168.31,-1.268,0.349,9.131
84.058,168.38,-0.814,0.933,8.516
84.211,168.42,-2.84,-0.055,8.971
84.231,168.42,-2.512,-0.328,7.693
84.251,168.42,-1.539,0.105,7.927
84.275,168.46,-0.639,0.675,8.851
84.3,168.46,0.325,1.33,11.196
84.32,168.48,0.194,1.175,12.282
84.344,168.52,-0.388,0.266,12.821
84.364,168.57,-0.995,-0.469,12.897
84.388,168.57,-1.031,-0.826,12.464
84.408,168.57,-0.574,-0.658,12.488
84.555,168.59,-1.242,-1.309,7.257
84.575,168.57,-0.787,-0.761,6.698
84.595,168.61,-0.342,-0.455,6.341
84.619,168.66,-0.254,-1.347,7.406
84.644,168.66,-0.254,-1.507,7.619
84.664,168.67,0.335,-1.63,7.997
84.684,168.69,0.424,-1.488,8.873
84.708,168.78,-0.098,-1.299,10.373
84.733,168.78,-0.361,-1.431,11.888
84.753,168.82,-0.919,-1.541,12.641
84.906,168.78,-0.567,0.426,8.791
84.926,168.77,-0.823,0.699,8.289
84.946,168.74,-1.132,1.024,8.372
84.97,168.81,-1.507,1.007,9.342
84.995,168.81,-2.233,0.287,10.418
85.015,168.78,-2.376,0.486,9.746
85.035,168.72,-1.673,1.239,8.595
85.059,168.81,-0.744,1.405,8.416
85.084,168.81,-0.761,0.933,9.421
85.104,168.85,-0.962,0.792,8.698
85.509,168.86,-0.285,-1.302,7.308
85.529,168.84,-0.443,-1.728,7.435
85.549,168.92,-0.866,-2.12,8.77
85.573,168.96,-1.077,-2.067,10.074
85.598,168.96,-0.651,-1.857,9.205
85.618,169.03,-0.921,-2.189,8.885
85.638,168.99,-1.201,-2.45,9.459
85.662,169.08,-1.189,-2.816,9.832
85.687,169.08,-1.239,-2.668,9.693
85.707,169.15,-1.275,-2.414,9.906
85.855,169.13,-0.45,-0.828,7.298
85.875,169.1,-0.325,-0.871,7.315
85.9,169.07,-0.335,-1.06,7.676
85.92,169.05,-0.469,-0.916,8.26
85.944,169.12,-0.055,-0.44,8.997
85.969,169.12,0.256,-0.124,9.387
85.989,169.12,0.512,-0.22,9.684
86.009,169.15,0.388,-0.646,10.043
86.033,169.14,-0.223,-0.83,10.945
86.058,169.14,-0.187,-0.541,11.299
86.206,169.16,-2.422,-0.73,12.409
86.226,169.19,-2.548,-0.943,11.1
86.246,169.14,-2.367,-1.184,9.942
86.271,169.15,-3.242,-1.685,9.875
86.295,169.15,-3.553,-1.771,10.347
86.315,169.12,-3.02,-1.199,10.0
86.335,169.12,-1.965,-0.684,8.684
86.359,169.17,-1.369,-0.72,7.571
86.384,169.17,-1.35,-0.933,7.236
86.404,169.18,-1.357,-1.256,7.219
86.551,169.2,-1.448,-0.818,11.103
86.571,169.17,-1.742,-0.38,11.426
86.591,169.07,-1.661,0.072,11.134
86.615,169.18,-1.519,0.211,11.253
86.64,169.18,-1.716,0.282,11.651
86.66,169.13,-1.871,0.278,11.742
86.68,169.17,-1.283,-0.05,10.627
86.704,169.17,-0.648,0.072,9.193
86.729,169.17,-0.306,0.711,10.22
86.749,169.21,-1.424,0.218,13.419
86.897,169.24,-2.065,-1.172,10.366
86.917,169.22,-1.991,-1.357,9.564
86.941,169.17,-1.708,-1.206,8.715
86.961,169.18,-1.235,-1.263,8.401
86.985,169.18,-1.266,-0.718,9.093
87.005,169.12,-0.928,-0.12,9.528
87.025,169.12,-0.491,-0.019,10.222
87.049,169.18,-0.711,0.242,11.136
87.074,169.18,-0.837,0.479,11.239
87.094,169.18,-0.938,0.577,11.335
87.242,169.21,-1.153,1.11,11.474
87.262,169.22,-1.225,1.247,11.196
87.286,169.16,-1.35,1.283,10.897
87.306,169.21,-1.768,0.737,10.835
87.33,169.21,-2.685,-0.014,9.835
87.35,169.24,-2.886,-0.395,8.696
87.37,169.26,-3.027,-0.519,8.755
87.394,169.25,-2.804,-0.112,9.289
87.419,169.25,-1.661,1.362,10.191
87.439,169.3,-1.371,1.429,11.502
87.587,169.32,-0.285,-0.153,8.734
87.607,169.37,-0.258,-0.215,8.882
87.631,169.37,-0.223,-0.44,9.248
87.651,169.43,-0.66,-0.598,9.849
87.675,169.43,-1.283,-0.933,11.261
87.695,169.49,-1.584,-1.029,11.699
87.715,169.48,-1.74,-0.742,11.809
87.739,169.47,-1.247,-0.632,9.241
87.764,169.47,-0.924,-1.06,8.078
87.784,169.46,-1.005,-0.971,8.16
87.932,169.48,-1.223,-0.28,11.505
87.952,169.43,-0.847,0.199,11.545
87.976,169.47,-1.318,0.471,11.526
87.996,169.44,-1.637,0.06,11.646
88.02,169.44,-1.783,-0.301,11.56
88.04,169.45,-1.953,-0.407,11.201
88.06,169.49,-1.637,-0.127,10.655
88.084,169.55,-1.22,1.175,9.796
88.109,169.55,-0.952,1.373,9.21
88.129,169.58,-1.424,0.869,8.928
88.277,169.7,-1.493,1.163,7.784
88.297,169.66,-1.067,1.132,8.377
88.322,169.66,-1.395,0.744,10.567
88.342,169.7,-1.431,0.558,11.794
88.366,169.7,-1.235,0.526,12.057
88.391,169.7,-0.462,0.462,10.449
88.411,169.7,-0.031,0.196,9.968
88.431,169.74,-0.041,-0.301,10.16
88.455,169.81,-0.359,-0.672,10.94
88.48,169.81,-0.086,-0.842,10.973
88.629,169.78,-0.84,-1.364,9.545
88.649,169.73,-1.388,-1.536,10.828
88.673,169.73,-1.417,-1.723,9.801
88.693,169.76,-1.225,-1.711,8.918
88.717,169.76,-0.596,-1.673,8.028
88.737,169.77,-0.321,-1.79,8.229
88.757,169.81,-0.627,-1.984,9.61
88.781,169.82,-1.23,-1.895,11.184
88.806,169.82,-1.519,-1.335,11.435
88.826,169.85,-1.321,-1.158,10.966
88.974,169.88,-0.77,0.672,9.533
88.994,169.91,-1.065,0.565,9.569
89.018,169.93,-1.311,0.665,9.253
89.038,169.94,-1.527,0.5,8.707
89.062,169.94,-2.084,0.16,8.861
89.082,169.92,-2.209,0.318,9.117
89.102,169.95,-1.996,0.828,9.98
89.126,169.97,-1.728,1.266,9.399
89.151,169.97,-1.902,0.232,9.265
89.171,170.01,-1.814,0.01,8.968
89.319,170.05,-0.696,0.246,11.864
89.339,170.04,-0.751,0.045,11.72
89.363,170.04,-0.385,-0.153,10.966
89.383,170.02,-0.067,0.105,10.373
89.407,170.02,0.282,0.215,9.839
89.427,170.03,0.555,0.017,9.088
89.447,170.08,0.524,-0.184,8.382
89.471,170.09,0.112,-0.991,7.662
89.496,170.09,-0.787,-1.165,8.889
89.516,170.14,-0.924,-1.407,9.155
89.664,170.14,-1.582,-1.984,9.844
89.684,170.2,-1.366,-2.18,8.944
89.708,170.22,-1.072,-2.419,8.669
89.728,170.24,-0.859,-2.108,9.212
89.753,170.24,-0.596,-1.644,9.504
89.773,170.24,-0.304,-1.395,9.657
89.798,170.24,-0.246,-1.67,10.007
89.818,170.24,-0.67,-1.833,10.684
89.842,170.16,-1.046,-1.68,11.71
89.867,170.16,-0.778,-1.11,12.292
90.015,170.23,-0.94,0.325,9.153
90.035,170.25,-0.653,0.507,8.645
90.055,170.27,-0.359,0.555,8.664
90.079,170.2,-0.297,0.481,9.083
90.104,170.2,-0.696,0.526,9.038
90.124,170.19,-1.098,0.347,9.811
90.144,170.28,-1.682,-0.242,10.6
90.168,170.37,-1.881,-0.502,10.086
90.193,170.37,-1.283,-0.684,8.128
90.213,170.37,-0.895,-0.481,8.731
90.361,170.41,-0.165,-0.555,10.708
90.381,170.41,0.452,-0.459,9.636
90.405,170.4,0.55,-0.342,9.444
90.425,170.44,0.409,-0.459,9.827
90.449,170.44,0.165,-0.5,8.32
90.469,170.4,0.069,-0.022,6.702
90.489,170.39,0.526,0.072,7.128
90.513,170.43,-0.368,-1.677,10.296
90.538,170.43,-1.847,-2.027,10.251
90.558,170.48,-1.493,-2.072,8.791
90.706,170.57,-1.419,-2.393,8.937
90.726,170.55,-1.235,-2.261,9.705
90.75,170.52,-1.06,-1.835,10.241
90.77,170.55,-1.153,-1.433,10.344
90.794,170.55,-1.141,-1.17,10.758
90.814,170.53,-1.242,-1.17,11.419
90.834,170.53,-1.407,-1.239,11.517
90.858,170.54,-1.345,-1.316,10.77
90.883,170.54,-1.237,-0.849,10.591
90.903,170.54,-0.995,-0.5,10.368
91.051,170.6,-1.12,0.172,9.645
91.071,170.58,-0.995,0.701,9.358
91.095,170.61,-0.495,1.127,9.375
91.115,170.58,-0.816,0.792,9.504
91.139,170.58,-1.345,0.376,9.454
91.159,170.6,-1.591,-0.096,8.475
91.179,170.62,-1.543,-0.201,7.592
91.203,170.66,-1.105,-0.022,8.03
91.228,170.66,-0.809,0.029,8.916
91.248,170.66,-1.046,0.022,10.138
91.396,170.73,-0.261,-0.165,10.481
91.416,170.73,-0.328,-0.352,11.189
91.44,170.64,0.01,0.0,10.636
91.46,170.75,0.33,0.01,10.04
91.484,170.75,0.081,-0.282,9.784
91.504,170.76,-0.416,-0.849,9.94
91.524,170.8,-0.897,-1.038,10.289
91.548,170.83,-1.216,-0.919,9.916
91.573,170.83,-1.084,-0.964,9.449
91.593,170.85,-0.873,-1.029,9.143
91.998,170.96,-1.211,0.074,10.555
92.018,170.91,-1.058,0.79,10.744
92.038,170.87,-0.629,1.084,10.368
92.062,170.9,-0.603,1.022,10.165
92.087,170.9,-0.869,0.625,9.612
92.107,170.94,-0.871,0.653,9.224
92.127,171.0,-0.574,0.904,9.351
92.151,171.01,-0.234,1.323,9.629
92.176,171.01,-0.223,1.261,8.707
92.196,171.05,-0.835,0.435,9.456
92.344,171.13,-0.055,0.373,9.026
92.364,171.13,-0.323,-0.031,9.619
92.388,171.08,-0.258,-0.237,10.588
92.408,171.07,-0.383,-0.232,11.076
92.432,171.07,-0.818,-0.526,11.368
92.452,171.03,-0.928,-0.61,11.201
92.472,171.04,-0.538,-0.311,10.49
92.496,171.09,0.031,-0.141,10.021
92.521,171.09,0.476,0.189,9.332
92.541,171.16,0.598,0.033,8.975
92.689,171.16,-0.079,-0.962,8.846
92.709,171.2,-0.218,-1.153,9.409
92.733,171.24,-0.861,-1.342,10.416
92.753,171.31,-1.187,-1.484,10.543
92.777,171.31,-1.024,-1.685,8.937
92.797,171.28,-0.708,-1.84,8.15
92.817,171.34,-0.486,-1.826,8.124
92.841,171.34,-0.273,-1.529,8.595
92.866,171.34,0.179,-0.902,9.547
92.886,171.39,0.16,-0.871,10.521
93.034,171.47,-0.747,-0.38,10.899
93.054,171.5,-0.577,-0.158,10.244
93.079,171.48,-0.687,-0.081,9.523
93.099,171.44,-0.651,0.318,9.196
93.123,171.47,-0.16,0.842,9.904
93.148,171.47,-0.529,0.603,10.318
93.168,171.47,-1.029,0.167,9.901
93.188,171.51,-1.007,0.584,9.205
93.212,171.54,-0.225,1.144,8.564
93.237,171.54,-0.467,0.897,9.117
93.386,171.59,-0.354,-0.328,10.756
93.406,171.6,0.27,0.677,11.407
93.43,171.62,-0.165,0.208,11.94
93.45,171.69,-0.522,-0.435,11.94
93.475,171.69,-1.115,-1.204,12.156
93.495,171.6,-0.502,-0.859,11.56
93.519,171.62,0.325,-0.175,11.45
93.539,171.6,0.254,-0.077,11.486
93.563,171.6,-0.175,-0.534,10.746
93.583,171.63,-0.239,-0.893,9.779
93.731,171.69,-0.273,-1.541,7.506
93.751,171.64,0.014,-1.412,8.126
93.776,171.7,-0.636,-1.407,9.318
93.796,171.79,-1.474,-1.677,10.04
93.82,171.85,-1.795,-2.003,9.978
93.845,171.85,-1.677,-2.039,9.662
93.865,171.82,-1.551,-2.043,9.533
93.885,171.82,-1.596,-1.967,9.246
93.909,171.9,-1.424,-1.637,9.468
93.934,171.9,-1.058,-1.086,9.289
94.082,171.88,-0.814,-0.529,9.057
94.102,171.9,-0.916,-0.816,9.449
94.122,171.82,-1.0,-0.718,10.002
94.146,171.83,-0.569,-0.251,10.246
94.171,171.83,-0.471,-0.041,10.6
94.191,171.84,-0.526,-0.33,10.71
94.211,171.79,-0.782,-0.751,10.926
94.235,171.83,-0.936,-0.656,10.772
94.26,171.83,-0.593,-0.34,10.557
94.28,171.89,-0.471,-0.024,10.26
94.428,171.91,-2.713,-1.182,11.105
94.448,171.94,-2.651,-0.904,10.445
94.472,171.93,-1.591,-0.136,9.289
94.492,171.88,-0.969,0.237,8.612
94.516,171.88,-0.823,0.014,8.124
94.536,171.94,-1.091,-0.323,8.442
