device_timestamp,altitude,acceleration,ax_ms2,ay_ms2,az_ms2,altitude_filtered,acceleration_filtered,velocity_filtered
2.10,-64.64,10.011184045855915,-0.081,-0.421,10.002,0.11160000000000196,0.004539856984695945,0.00797661291728949
2.12,-64.71,10.018578442074505,-0.093,-0.428,10.009,0.11480000000000189,0.003725911193152456,-0.0008233870827097807
2.15,-64.69,10.023368346020213,-0.079,-0.426,10.014,0.1156000000000023,0.003366316465479571,0.008776612917289268
2.17,-64.66,10.00238711508408,-0.072,-0.45,9.992,0.11800000000000238,0.0024838339262043263,0.014480509021184713
2.19,-64.66,10.00980923894157,-0.084,-0.435,10.0,0.11960000000000263,0.0021954505471921946,0.016080509021183256
2.21,-64.71,10.00640025183882,-0.081,-0.426,9.997,0.12080000000000268,0.0021012814966473313,0.02074717568784948
2.23,-64.69,9.999140813089893,-0.074,-0.421,9.99,0.12120000000000289,0.0009225976588791696,0.03482717568784873
2.25,-64.73,10.01903643071528,-0.069,-0.443,10.009,0.12320000000000335,0.0005295796202202752,0.041893842354514696
2.28,-64.73,10.01750233341625,-0.084,-0.404,10.009,0.12360000000000354,8.366994952325512e-05,0.04101280339347573
2.30,-64.76,10.01416581648217,-0.074,-0.445,10.004,0.12360000000000354,0.0009388733292818329,0.04661280339347631
2.45,-64.74,10.02617624022239,-0.077,-0.445,10.016,0.12040000000000362,0.0009538539847567052,0.05527947006014364
2.47,-64.73,10.00023429725524,-0.081,-0.445,9.99,0.11720000000000369,0.0005755212174533142,0.06567947006014323
2.50,-64.67,10.016550603875567,-0.074,-0.431,10.007,0.11400000000000375,0.00025108114959301983,0.07501280339347659
2.52,-64.66,10.016906209004855,-0.069,-0.44,10.007,0.11120000000000402,-6.8735284821030976e-06,0.07906112554112785
2.54,-64.66,10.001269119466789,-0.062,-0.426,9.992,0.11600000000000364,-0.00034187942590527596,0.07666112554112779
2.56,-64.66,9.99990924958822,-0.079,-0.438,9.99,0.11880000000000336,-0.0013895892211716898,0.07999445887445997
2.58,-64.64,10.004600291865737,-0.079,-0.431,9.995,0.12040000000000305,-0.00047442857929951287,0.0803144588744597
2.60,-64.66,9.999773247429163,-0.098,-0.431,9.99,0.12240000000000294,-0.00011987350746494484,0.08164779220779239
2.63,-64.66,9.999690695216527,-0.067,-0.435,9.99,0.12720000000000253,0.0005742679341051371,0.07968022464022465
2.65,-64.63,10.00185442805483,-0.072,-0.438,9.992,0.1304000000000025,0.001954981600430514,0.082880224640224
2.80,-64.67,10.018249996880693,-0.074,-0.424,10.009,0.13440000000000282,0.0019746536680974457,0.08088022464022297
2.82,-64.72,10.025851584778223,-0.062,-0.44,10.016,0.13840000000000316,0.0014614026938619417,0.08344022464022319
2.85,-64.78,10.006424985977759,-0.084,-0.426,9.997,0.14360000000000356,0.0017736225573791841,0.09144022464022346
